LEMME	SUFF	FREQR_W18	FREQR_LM	RATIO_FREQR	PAGE_W18	NB_CAT_W18	NB_SYN	NB_DEF_G	NB_DEF_T	NB_DOM_G	NB_DOM_T	LST	NSS
inscription	['ion']	4732.32432532432	2442.07920892079	1.93782589362269	1	0	49	3	16	0	10	0	0
stylisation	['isation']	33.2972982972973	112.871288128713	0.295002377037876	0	0	0	1	7	0	1	0	0
soutien	['conv']	6800.000001	15247.0297039703	0.445988506156664	1	0	83	2	20	0	10	0	0
floutage	['age']	6.16216316216216	1E-06	6162163.16216216	0	0	0	1	0	1	0	0	0
entretien	['conv']	3844.64864964865	14062.8712881287	0.273390019070582	1	0	20	8	0	1	0	0	0
slalom	['conv']	1025.94594694595	641.584159415842	1.59908241481533	1	0	0	2	9	1	6	0	0
description	['ion']	21833.7297307297	1603.46534753465	13.6165896969955	1	1	27	5	6	2	3	1	0
radoub	['conv']	36.972973972973	18.3168326831683	2.01852441481043	1	3	2	2	2	1	2	0	0
pointage	['age']	131.783784783784	140.09901090099	0.940647503049948	1	0	4	5	9	5	6	0	0
soulignage	['age']	2.05405505405405	1E-06	2054055.05405405	0	0	0	1	0	0	0	0	0
singerie	['autre']	11.8918928918919	16.3366346633663	0.727927944582035	0	0	45	4	9	0	1	0	0
valse	['conv']	563.459460459459	603.465347534653	0.933706405448746	1	4	2	9	11	1	0	0	0
alternation	['ion']	3.13513613513514	1E-06	3135136.13513514	0	0	0	3	0	1	0	0	0
approfondissement	['ment']	141.405406405405	434.653466346535	0.32532906638013	0	0	36	1	3	0	1	0	0
retape	['conv']	3.45946045945946	19.8019811980198	0.174702744380214	0	0	1	6	3	0	0	0	0
tremblement	['ment']	912.648649648649	966.336634663366	0.94444173687628	1	1	36	3	9	2	2	0	0
avantage	['conv']	3773.72973072973	8579.70297129703	0.439843866781234	1	0	60	14	23	6	15	1	1
lotissement	['ment']	430.27027127027	241.089109910891	1.7846939309258	1	2	1	2	4	0	2	0	0
cancanement	['ment']	0.756757756756757	0.495050504950495	1.52864758078054	0	0	0	2	0	0	0	0	0
calandrage	['age']	4.86486586486487	1E-06	4864865.86486487	1	3	1	1	0	1	0	0	0
enrichissement	['ment']	396.756757756757	845.544555455446	0.469232230515691	1	0	3	3	9	0	3	0	0
choix	['conv']	7877.83783883784	19465.3465356535	0.404710896074133	1	4	73	7	12	0	0	1	1
fonte	['autre']	1164.21621721622	335.643565356436	3.46860877842208	1	0	6	12	0	4	0	0	0
constipation	['ion']	47.4594604594595	9.9009910990099	4.7934050222715	1	2	1	1	2	0	1	0	0
driving	['autre']	66.4864874864865	7.92079307920792	8.39391798543677	0	0	0	0	0	0	0	0	0
perception	['ion']	1281.51351451351	1430.19802080198	0.89603921685957	1	3	34	6	10	2	5	1	0
talonnage	['age']	3.13513613513514	2.97029802970297	1.05549547681202	0	0	0	1	0	1	0	0	0
formation	['ion']	19188.972973973	27442.0792089208	0.699253610773599	1	0	60	10	26	5	9	1	0
raffinage	['age']	142.810811810811	279.70297129703	0.510580245710559	1	0	4	1	6	3	6	0	0
semaille	['autre']	1.62162262162162	0.99010000990099	1.63783719362227	0	0	2	8	0	0	0	0	0
esbroufe	['autre']	3.45946045945946	91.5841594158416	0.0377735678475973	0	0	7	6	0	0	0	0	0
excommunication	['ion']	203.135136135135	106.435644564356	1.90852544715233	1	2	20	2	7	0	7	0	0
gargouillis	['autre']	3.45946045945946	8.41584258415842	0.411065252809194	0	0	0	2	0	0	0	0	0
reliure	['autre']	204.540541540541	122.277228722772	1.67276069041666	1	5	0	3	8	0	0	0	0
condamnation	['ion']	1283.13513613514	3778.21782278218	0.339613859316949	0	0	59	4	13	0	0	0	0
franchissement	['ment']	351.675676675676	282.178218821782	1.24628923573221	0	0	3	1	1	0	0	0	0
accablement	['ment']	5.08108208108108	67.8217831782178	0.0749181434485338	0	0	15	1	8	0	0	0	0
soufrage	['age']	1.94594694594595	1E-06	1945946.94594595	1	2	1	4	3	3	1	0	0
accordement	['ment']	1.2972982972973	2.47524852475248	0.524108300368355	0	0	0	1	4	0	3	0	0
nichage	['age']	1.08108208108108	0.495050504950495	2.18378139254537	0	0	0	0	0	0	0	0	0
extirpation	['ion']	6.5945955945946	2.97029802970297	2.22017976938632	0	0	18	2	3	0	2	0	0
infliction	['ion']	1.72973072972973	0.495050504950495	3.49404901607504	0	0	0	1	2	0	2	0	0
audition	['conv']	757.081082081081	2079.20792179208	0.364119948825777	1	0	15	3	13	1	9	0	0
ourdissage	['age']	2.91891991891892	1E-06	2918919.91891892	1	1	0	3	3	1	3	0	0
cassement	['ment']	0.864865864864865	0.495050504950495	1.74702551803548	0	0	13	2	4	0	1	0	0
pincement	['ment']	25.7297307297297	56.9306940693069	0.451948305748856	1	0	5	2	4	1	2	0	0
bail	['conv']	417.297298297297	531.188119811881	0.785592302864533	1	1	10	4	16	1	11	0	0
bain	['conv']	1692.10810910811	1835.64356535644	0.921806466703433	1	0	27	8	49	1	15	0	0
adoration	['ion']	464.216217216216	143.069307930693	3.24469464436842	1	1	41	3	7	2	6	0	0
bricolage	['age']	141.405406405405	462.871288128713	0.305496171467184	1	1	0	3	4	0	0	0	0
pacification	['ification']	188.972973972973	212.871288128713	0.887733501470195	1	3	5	2	3	0	1	0	0
habilitation	['ion']	246.27027127027	184.653466346535	1.33368886131875	1	0	0	3	1	1	1	0	0
poussette	['autre']	36.7567577567568	82.6732683267327	0.444602693236834	1	2	0	2	9	0	4	0	0
chuchotis	['autre']	1.08108208108108	13.3663376336634	0.0808809496446024	0	0	5	1	2	0	0	0	0
indemnisation	['isation']	239.567568567568	2048.0198029802	0.116975220756634	0	0	1	2	0	0	0	0	0
maculage	['age']	1.72973072972973	1E-06	1729730.72972973	1	1	0	1	0	0	0	0	0
ralliement	['ment']	369.72973072973	761.881189118812	0.485285285960869	1	7	3	1	5	1	1	0	0
report	['conv']	758.486487486486	2291.58415941584	0.330987838421713	0	0	2	3	19	1	15	0	0
palpation	['ion']	34.2702712702703	17.3267336732673	1.97788411344629	1	0	3	1	4	1	1	0	0
rafistolage	['age']	1.72973072972973	43.5643574356436	0.0397051817482908	0	0	0	1	0	0	0	0	0
interlocution	['ion']	2.81081181081081	1.48514951485149	1.89261201158719	0	0	1	2	2	1	1	0	0
propulsion	['ion']	811.675676675676	357.920793079208	2.26775223001937	1	1	6	1	4	1	0	0	0
interdiction	['ion']	1993.08108208108	4394.55445644554	0.453534277896547	0	0	15	4	8	3	7	0	0
clignement	['ment']	10.1621631621622	10.8910901089109	0.933071259216528	0	0	7	1	6	0	0	0	0
incarnation	['ion']	492.648649648649	604.455446544554	0.815028886686251	0	0	7	4	5	2	5	0	0
contamination	['ion']	448.864865864865	1585.14851585149	0.283168965794824	1	0	10	5	8	3	4	0	0
fulmination	['ion']	1.18919018918919	7.92079307920792	0.150135242430561	0	0	0	2	5	2	1	0	0
ponction	['conv']	68.2162172162162	306.435644564356	0.22261188744278	1	0	2	4	4	1	2	0	0
simplification	['ification']	330.486487486487	724.752476247525	0.455999114618569	1	0	3	1	4	0	0	0	0
retouche	['conv']	196.000001	251.980199019802	0.777838900685197	1	1	1	7	1	0	0	0	0
votation	['ion']	244.432433432432	20.2970307029703	12.0427680782225	1	1	0	2	4	0	4	0	0
tiraillement	['ment']	12.8648658648649	155.445545554455	0.0827612384708577	0	0	18	3	5	0	0	0	0
enroulement	['ment']	116.648649648649	14.8514861485148	7.85434188081666	1	0	4	2	4	0	2	0	0
frime	['conv']	9.18919018918919	87.1287138712871	0.105466840733631	0	0	10	8	0	0	0	0	0
batterie	['autre']	6065.72973072973	1657.92079307921	3.65863662247943	1	0	42	13	10	10	5	0	0
paquetage	['age']	45.8378388378378	37.1287138712871	1.23456575944813	1	0	7	4	5	3	0	0	0
friture	['autre']	57.5135145135135	64.3564366435644	0.893671519323699	1	2	5	11	10	3	0	0	0
esquisse	['conv']	558.594595594595	621.782179217822	0.898376657075128	1	1	30	9	4	3	1	0	0
cafouillis	['autre']	1.40540640540541	6.43564456435644	0.218378499830335	0	0	4	1	0	0	0	0	0
auto-alimentation	['ion']	0.540541540540541	0.99010000990099	0.545946404540077	0	0	0	0	0	0	0	0	0
frein	['conv']	855.459460459459	1262.87128812871	0.677392437773334	1	0	9	5	12	2	6	0	0
apaisement	['ment']	156.000001	915.346535653465	0.170427258883579	1	0	17	1	4	0	1	0	0
action	['ion']	17995.4594604595	40546.5346544653	0.443822378751118	1	2	87	12	0	2	0	1	1
havage	['age']	4.75675775675676	1E-06	4756757.75675676	0	0	0	3	2	2	2	0	0
cooptation	['ion']	43.6756766756757	87.6237633762376	0.498445569932231	1	3	2	1	1	0	0	0	0
datage	['age']	1.08108208108108	0.495050504950495	2.18378139254537	0	0	0	2	0	0	0	0	0
jointoiement	['ment']	2.05405505405405	1E-06	2054055.05405405	0	0	0	1	0	1	0	0	0
fixage	['age']	4.64864964864865	3.96039703960396	1.17378373990339	0	0	1	2	3	1	3	0	0
chaulage	['age']	12.4324334324324	1.48514951485149	8.37116620791926	1	2	2	1	0	1	0	0	0
vibration	['ion']	481.945946945946	372.772278227723	1.29286960188475	1	0	20	1	18	1	5	0	0
appareillement	['ment']	0.648649648648649	1E-06	648649.648648649	0	0	3	1	4	0	0	0	0
intubation	['ion']	37.4054064054054	6.43564456435644	5.81222378447899	0	0	1	1	0	1	0	0	0
assombrissement	['ment']	13.9459469459459	10.8910901089109	1.28049137473719	0	0	5	2	2	1	0	0	0
timbrage	['age']	2.16216316216216	1.98019901980198	1.09189184548651	0	0	0	1	8	0	8	0	0
gravage	['age']	3.67567667567568	1.98019901980198	1.85621578382725	0	0	0	2	0	0	0	0	0
passation	['ion']	100.000001	492.574258425743	0.203015076994884	0	0	1	1	8	1	6	0	0
babillement	['ment']	0.648649648648649	1E-06	648649.648648649	0	0	2	1	1	0	0	0	0
fourrage	['age']	212.108109108108	52.970298029703	4.00428385336192	1	4	0	7	0	0	0	0	0
renonciation	['ion']	146.162163162162	150.49505050495	0.971209104031991	1	0	22	1	4	0	1	0	0
assortiment	['ment']	57.7297307297297	75.7425752574257	0.76218336297022	1	1	34	4	7	2	5	0	0
combinaison	['autre']	1748.75675775676	1332.67326832673	1.31221717979865	1	0	64	5	15	3	8	1	0
combat	['conv']	14592.5405415405	13260.8910901089	1.10041930382981	1	1	58	7	17	1	0	0	0
aimantation	['ion']	54.5945955945946	13.8613871386139	3.93860982661033	1	0	3	2	4	0	2	0	0
gouvernement	['ment']	25513.2972982973	87463.3663376336	0.29170266783248	1	1	82	7	32	3	2	0	0
conventionnement	['ment']	11.4594604594595	76.2376247623762	0.150312401457643	0	0	0	1	0	0	0	0	0
javellisation	['isation']	1.51351451351351	1E-06	1513514.51351351	0	0	1	1	0	0	0	0	0
cannage	['age']	5.40540640540541	4.45544654455446	1.2132131653587	1	2	0	6	0	0	0	0	0
limitation	['ion']	800.972973972973	1490.59406040594	0.53735151323147	0	0	13	1	2	0	0	1	0
coucherie	['autre']	3.02702802702703	15.3465356534653	0.197245039230955	0	0	1	1	2	0	0	0	0
pillerie	['autre']	2.27027127027027	1E-06	2270271.27027027	0	0	4	1	0	0	0	0	0
rabattage	['age']	1.94594694594595	3.96039703960396	0.491351479785103	0	0	0	1	6	1	5	0	0
internalisation	['isation']	12.6486496486486	4.45544654455446	2.83891850618388	0	0	0	1	0	1	0	0	0
exhumation	['ion']	56.4324334324324	126.237624762376	0.447033390707867	1	1	0	2	4	1	0	0	0
vaccination	['ion']	285.513514513514	437.623763376238	0.652417757917888	1	2	0	1	2	0	2	0	0
novation	['ion']	19.8918928918919	74.2574267425743	0.267877487336727	1	3	5	2	4	1	3	0	0
visitation	['ion']	257.621622621622	21.2871297128713	12.102224494167	1	0	0	1	5	1	4	0	0
carbonatation	['ion']	9.62162262162162	1E-06	9621622.62162162	1	1	0	1	0	1	0	0	0
goudronnage	['age']	6.05405505405405	2.97029802970297	2.03819784867159	0	0	1	2	0	0	0	0	0
admiration	['ion']	516.864865864865	1280.69307030693	0.40358215238956	1	1	21	2	3	0	0	0	0
drave	['autre']	53.0810820810811	1.98019901980198	26.8059329139498	1	0	0	8	0	1	0	0	0
bouclage	['age']	25.4054064054054	445.049505950495	0.0570844503043474	0	0	1	1	6	0	4	0	0
carottage	['age']	20.1081091081081	28.2178227821782	0.712603139630176	1	2	0	4	0	1	0	0	0
trip	['autre']	360.756757756757	69.8019811980198	5.16828822857239	1	0	1	2	4	0	0	0	0
chevauchement	['ment']	92.5405415405405	58.9108920891089	1.57085622469548	1	1	0	3	2	2	0	0	0
enfouissage	['age']	0.540541540540541	1E-06	540541.540540541	0	0	0	0	0	0	0	0	0
doute	['conv']	7723.56756856757	30089.1089118911	0.256689807304837	1	2	34	8	16	1	4	1	0
tracement	['ment']	0.540541540540541	1E-06	540541.540540541	0	0	1	1	0	0	0	0	0
pronostication	['ion']	2.48648748648649	1.48514951485149	1.67423378025016	0	0	0	1	0	0	0	0	0
crabotage	['age']	1.62162262162162	0.495050504950495	3.2756710788201	0	0	0	3	0	0	0	0	0
refroidissement	['ment']	671.351352351351	323.267327732673	2.07676834235017	1	1	5	3	14	1	6	0	0
questionnement	['ment']	204.756757756757	216.831684168317	0.944311983472919	0	0	1	1	0	0	0	0	0
sulfitage	['age']	10.9189199189189	1.98019901980198	5.51405177445791	0	0	1	1	0	0	0	0	0
rot	['conv']	68.1081091081081	17.8217831782178	3.82162146329731	1	1	8	3	0	0	0	0	0
clarification	['ification']	118.27027127027	745.544555455446	0.158636087414011	1	3	10	2	2	0	0	0	0
turbin	['conv']	8.10810910810811	10.3960406039604	0.779922801092111	0	0	1	2	3	0	0	0	0
passage	['age']	12232.7567577568	13504.4554465446	0.905831175953623	1	0	107	22	0	7	0	1	0
charge	['conv']	9606.7027037027	17334.1584168416	0.554206467524203	1	0	169	27	74	12	28	1	1
fourvoiement	['ment']	2.16216316216216	15.3465356534653	0.140889332353907	0	0	0	1	0	0	0	0	0
instrumentalisation	['isation']	55.027028027027	106.435644564356	0.516998118931434	0	0	0	1	0	0	0	0	0
drague	['conv']	81.9459469459459	89.1089118910891	0.919615616517707	1	0	7	14	0	0	0	0	0
coucher	['autre']	1439.89189289189	1630.19802080198	0.883261956227584	1	0	38	19	0	4	0	0	0
coincement	['ment']	5.18919018918919	1.98019901980198	2.62053972216798	0	0	1	1	0	0	0	0	0
lever	['autre']	3119.45946045946	7850.49505050495	0.397358311850514	1	0	80	30	0	8	0	0	0
accumulation	['ion']	575.027028027027	1022.77227822772	0.562223908750679	1	0	43	5	19	4	18	0	0
port	['conv']	10650.4864874865	6922.77227822772	1.53847130303311	1	4	74	10	0	1	0	0	0
engrenage	['age']	269.513514513513	537.623763376238	0.501305062895636	1	0	6	2	2	1	0	0	0
constitution	['ion']	8290.37837937838	9915.84158515842	0.83607410507516	1	3	55	5	22	1	16	1	0
brumisation	['isation']	4.10810910810811	6.43564456435644	0.638336854533687	1	1	0	1	0	0	0	0	0
chahut	['conv']	26.7027037027027	151.980199019802	0.175698570438268	0	0	49	4	3	0	0	0	0
tabulation	['ion']	18.1621631621622	1.98019901980198	9.17188776508857	1	0	0	3	3	1	1	0	0
navigation	['ion']	2624.86486586486	1368.31683268317	1.91831657929523	1	3	10	3	7	0	0	0	0
assurage	['age']	28.1081091081081	1.98019901980198	14.1945879313277	1	0	1	1	0	0	0	0	0
ravage	['age']	310.378379378378	727.722773277228	0.426506343865838	1	0	28	10	7	0	0	0	0
coadaptation	['ion']	8.10810910810811	1E-06	8108109.10810811	1	1	0	0	0	0	0	0	0
garantie	['conv']	963.459460459459	5760.89109010891	0.167241394671331	1	1	59	5	17	0	10	0	0
sablage	['age']	15.4594604594595	4.45544654455446	3.46978923545932	1	4	0	1	0	0	0	0	0
adjuration	['ion']	1.51351451351351	4.95049604950495	0.305729869972296	0	0	16	2	3	0	0	0	0
broiement	['ment']	1.72973072972973	0.495050504950495	3.49404901607504	0	0	1	1	2	0	0	0	0
amalgame	['conv']	345.297298297297	770.792080207921	0.44797722649687	1	0	16	7	9	1	6	0	0
bidouille	['autre']	24.4324334324324	3.96039703960396	6.16918788396925	0	0	0	7	0	0	0	0	0
distillation	['ion']	288.000001	63.3663376336634	4.54499994405547	1	3	2	2	2	2	2	0	0
frisage	['age']	1.18919018918919	0.495050504950495	2.40215932980032	0	0	0	1	0	0	0	0	0
percement	['ment']	259.891892891892	83.6633673366337	3.1064001027615	0	0	0	1	5	0	3	0	0
colportage	['age']	26.4864874864865	26.7326742673267	0.990790791135283	0	0	2	2	2	0	0	0	0
finissage	['age']	3.24324424324324	1.48514951485149	2.18378298670324	0	0	7	1	0	0	0	0	0
purification	['ification']	226.594595594595	649.009901990099	0.349138888173776	1	0	23	5	13	3	5	0	0
embouteillage	['age']	165.189190189189	603.960397039604	0.273509970188256	1	0	4	3	5	0	1	0	0
massicotage	['age']	1.2972982972973	1.98019901980198	0.655135309291804	0	0	0	0	0	0	0	0	0
reddition	['ion']	609.837838837838	401.980199019802	1.51708427510828	1	0	2	3	5	1	3	0	0
organisation	['isation']	16316.000001	31121.7821792178	0.524263035678443	1	6	49	3	18	1	5	1	0
bouffe	['conv']	141.621622621622	212.871288128713	0.665292270585547	1	0	23	11	0	0	0	0	0
plissement	['ment']	55.027028027027	17.8217831782178	3.08762751048853	1	1	8	2	3	1	1	0	0
grimpette	['autre']	2.59459559459459	4.45544654455446	0.582342436083262	0	0	4	2	2	0	0	0	0
amnistie	['conv']	362.594595594595	1436.63366436634	0.25239182721959	1	7	10	7	2	1	1	0	0
importation	['ion']	852.972973972973	3595.54455545545	0.237230539301418	1	2	5	3	4	1	0	0	0
obsession	['ion']	380.216217216216	1807.92079307921	0.210305793634156	1	0	30	2	6	0	2	0	1
exclamation	['ion']	112.864865864865	130.693070306931	0.863587224630988	1	2	5	1	4	0	0	0	0
vesse	['conv']	7.56756856756757	0.495050504950495	15.2864576278421	1	0	4	6	3	0	0	0	0
branlette	['autre']	6.91891991891892	3.96039703960396	1.74702683840275	0	0	3	2	2	1	1	0	0
impartition	['ion']	1.94594694594595	1E-06	1945946.94594595	0	0	0	0	0	0	0	0	0
accommodation	['ion']	41.6216226216216	18.8118821881188	2.21251771648394	1	1	2	17	13	13	8	0	0
lavement	['ment']	52.2162172162162	13.8613871386139	3.76702682740581	1	3	10	4	6	1	4	0	0
offrande	['autre']	548.972973972973	251.485149514851	2.18292402168484	1	0	26	3	5	0	4	0	0
axiomatisation	['isation']	13.1891901891892	1.48514951485149	8.88071541437234	1	2	1	1	2	0	0	0	0
enfichage	['age']	1.40540640540541	1E-06	1405406.40540541	0	0	0	0	0	0	0	0	0
stimulation	['ion']	263.567568567568	263.366337633663	1.00076407234012	1	2	1	2	1	1	0	0	0
conservation	['ion']	3100.43243343243	1094.55445644554	2.83259769778908	1	0	34	2	10	0	4	1	0
modernisation	['isation']	915.675676675676	2883.16831783168	0.317593555330241	1	4	1	1	1	0	0	0	0
survirage	['age']	7.89189289189189	1.98019901980198	3.98540389777644	1	2	0	1	0	1	0	0	0
dualisation	['isation']	2.16216316216216	19.8019811980198	0.109189234175133	0	0	0	1	0	0	0	0	0
instauration	['ion']	589.297298297297	1813.36633763366	0.32497421291403	0	0	12	1	1	0	0	0	0
ribote	['conv']	0.864865864864865	0.99010000990099	0.873513641264736	0	0	12	13	5	2	0	0	0
prostitution	['ion']	448.108109108108	692.574258425743	0.647018140880201	1	2	22	5	10	3	2	0	0
accouchement	['ment']	384.432433432432	464.356436643564	0.827882210939436	1	1	24	3	3	1	0	0	0
tirage	['age']	1776.32432532432	2504.9504960495	0.709125520893815	1	0	58	11	31	2	7	0	0
conversion	['ion']	1601.51351451351	1289.10891189109	1.24234151183094	1	0	41	7	46	3	22	1	0
flagornerie	['autre']	5.72973072972973	24.7524762475248	0.231481112129244	0	0	3	2	2	0	0	0	0
ballottage	['age']	116.648649648649	501.980199019802	0.232376993906182	1	0	0	1	0	0	0	0	0
animation	['ion']	5753.51351451351	2544.05940694059	2.26154841306654	0	0	34	6	13	2	4	0	0
fracture	['conv']	670.162163162162	1894.05940694059	0.353823201482709	1	1	12	8	5	1	1	0	0
paraphrase	['autre']	91.2432442432432	49.009901990099	1.86173080414803	1	1	16	7	8	0	5	0	0
surf	['conv']	533.081082081081	338.613862386139	1.57430377576563	1	5	1	2	4	5	4	0	0
affamement	['ment']	0.756757756756757	1E-06	756757.756756757	0	0	0	0	3	0	0	0	0
craquement	['ment']	22.2702712702703	103.465347534653	0.215243768091644	0	0	0	2	4	0	0	0	0
donation	['ion']	983.459460459459	487.623763376238	2.01684071680618	1	0	7	2	2	1	2	0	0
ramassage	['age']	128.756757756757	272.772278227723	0.47203021726887	0	0	12	1	7	0	1	0	0
affabulation	['ion']	20.5405415405405	82.6732683267327	0.248454451556969	0	0	7	3	5	0	1	0	0
encaissage	['age']	0.648649648648649	1E-06	648649.648648649	0	0	0	1	0	0	0	0	0
forage	['age']	382.378379378378	317.821783178218	1.20312199986607	1	3	1	1	1	1	0	0	0
troc	['conv']	85.2972982972973	302.970298029703	0.281536833319994	1	0	4	1	6	0	2	0	0
bradage	['age']	1.83783883783784	77.2277237722772	0.0237976564382126	0	0	0	1	0	1	0	0	0
espoir	['autre']	5085.72973072973	10104.9504960495	0.503290910006732	1	1	13	3	6	0	0	0	1
transbordement	['ment']	61.7297307297297	45.5445554554455	1.35537014495876	0	0	0	2	0	0	0	0	0
trot	['conv']	230.918919918919	73.2673277326733	3.15173116128189	1	1	0	3	14	0	8	0	0
jonglage	['age']	17.6216226216216	20.7920802079208	0.847516094849837	0	0	1	1	1	1	0	0	0
occultation	['ion']	106.594595594595	82.1782188217822	1.29711494265608	1	1	1	1	8	1	3	0	0
invocation	['ion']	283.027028027027	179.207921792079	1.57932208128277	1	1	14	2	4	0	0	0	0
identification	['ification']	1507.89189289189	1215.34653565347	1.24070941797775	1	1	3	1	6	1	2	1	0
expectation	['ion']	14.2702712702703	2.47524852475248	5.76518726405353	1	0	4	1	2	0	1	0	0
badinage	['age']	12.2162172162162	27.7227732772277	0.440656390832694	0	0	26	2	10	0	3	0	0
assignation	['ion']	105.72973072973	294.059406940594	0.359552281730233	0	0	8	1	10	1	6	0	0
soulagement	['ment']	112.972973972973	1006.43564456436	0.112250569207407	0	0	47	1	5	0	0	0	1
gamberge	['conv']	4.000001	10.3960406039604	0.384761963941944	0	0	0	5	0	0	0	0	0
blessure	['autre']	3364.75675775676	2626.23762476238	1.28120803922349	1	1	102	3	5	0	1	0	0
collecte	['conv']	7908.64864964865	1568.81188218812	5.04117079902402	1	0	14	7	6	1	3	0	0
commutation	['ion']	121.513514513514	79.2079217920792	1.53410810136499	1	0	2	3	9	2	8	0	0
guillotinage	['age']	0.864865864864865	0.99010000990099	0.873513641264736	0	0	1	1	0	0	0	0	0
cintrage	['age']	12.000001	1E-06	12000001	1	1	1	1	0	1	0	0	0
affichage	['age']	3991.56756856757	1133.16831783168	3.5224842644784	1	4	6	2	6	1	4	0	0
sevrage	['age']	111.243244243243	136.633664366337	0.814171564227264	1	0	2	4	6	1	3	0	0
propagation	['ion']	659.783784783784	397.029703970297	1.66179955349926	1	0	42	3	5	1	2	0	0
provocation	['ion']	390.162163162162	2299.0099019901	0.16970877890714	1	1	20	1	3	0	1	0	0
continuation	['ion']	650.918919918919	285.148515851485	2.282736481988	1	7	27	3	8	1	0	0	0
satisfaction	['ion']	639.891892891892	3635.64356535644	0.176005122996472	1	2	24	4	12	1	3	0	1
baroud	['conv']	34.3783793783784	149.50495149505	0.229948098939832	1	2	9	2	2	0	0	0	0
coupe	['conv']	32192.2162172162	11201.9801990198	2.87379692208643	1	0	48	26	0	10	0	1	0
consultance	['autre']	8.97297397297297	3.96039703960396	2.26567535609265	0	0	0	1	0	1	0	0	0
colmatage	['age']	30.4864874864865	26.7326742673267	1.14042041516766	1	1	3	2	4	1	2	0	0
encrage	['age']	146.054055054054	23.2673277326733	6.27721656445131	1	0	0	2	0	1	0	0	0
chatouille	['conv']	11.3513523513514	7.42574357425743	1.52864857745731	0	0	3	8	0	1	0	0	0
dribble	['conv']	58.1621631621622	56.9306940693069	1.02163102194672	1	3	0	6	1	0	1	0	0
hurlement	['ment']	109.081082081081	242.574258425743	0.449681193664138	0	0	10	3	6	1	0	0	0
cordage	['age']	154.162163162162	65.8415851584158	2.34141026208962	1	1	140	7	3	0	0	0	0
rentrayage	['age']	0.648649648648649	1E-06	648649.648648649	0	0	0	1	0	0	0	0	0
arpentage	['age']	54.9189199189189	6.93069406930693	7.92401444497907	1	2	4	2	2	0	0	0	0
gueulante	['autre']	5.08108208108108	7.92079307920792	0.641486531748812	0	0	1	1	2	0	0	0	0
avalement	['ment']	1.18919018918919	1.98019901980198	0.600540742267466	0	0	0	2	4	0	1	0	0
remorque	['conv']	376.864865864865	215.346535653465	1.75003913910793	1	6	3	8	12	2	7	0	0
chantournement	['ment']	0.756757756756757	1.48514951485149	0.509549879785964	0	0	0	1	0	1	0	0	0
fauchaison	['autre']	1.08108208108108	1E-06	1081082.08108108	0	0	4	1	1	1	0	0	0
lamentation	['ion']	163.027028027027	131.683169316832	1.23802478990145	1	0	16	2	7	0	4	0	0
levage	['age']	91.1351361351351	22.7722782277228	4.00202101975849	0	0	0	6	8	4	2	0	0
inhalation	['ion']	128.864865864865	73.7623772376238	1.74702701689955	1	1	5	3	3	3	1	0	0
fantasme	['conv']	274.27027127027	1353.9603970396	0.202568902214536	1	0	6	8	6	1	4	0	0
rajeunissement	['ment']	46.2702712702703	235.148515851485	0.19677041593362	0	0	0	1	9	0	1	0	0
tir	['conv']	4986.37837937838	4112.87128812871	1.2123837655146	1	2	6	5	10	2	5	0	0
souillure	['autre']	46.4864874864865	70.7920802079208	0.656662261512202	0	0	38	1	9	0	1	0	0
plongement	['ment']	42.7027037027027	1E-06	42702703.7027027	1	1	1	2	0	1	0	0	0
persiflage	['age']	8.54054154054054	20.7920802079208	0.410759359099	0	0	12	1	1	0	0	0	0
enfilade	['autre']	81.2972982972973	110.891090108911	0.733127415534032	1	0	5	4	4	2	2	0	0
conceptualisation	['isation']	40.2162172162162	26.2376247623762	1.53276897510497	0	0	2	1	0	0	0	0	0
gageure	['autre']	25.4054064054054	373.267327732673	0.0680622291796197	0	0	6	3	4	0	0	0	1
fustigation	['ion']	3.45946045945946	2.97029802970297	1.16468462924086	0	0	2	1	2	0	0	0	0
couverture	['autre']	3600.32432532432	3621.78217921782	0.994075332852256	1	0	49	14	19	7	11	0	0
galopade	['autre']	2.37837937837838	13.3663376336634	0.177937999440354	0	0	0	4	5	1	1	0	0
enfournement	['ment']	4.97297397297297	1E-06	4972973.97297297	0	0	0	1	0	0	0	0	0
ralenti	['autre']	92.1081091081081	399.009901990099	0.230841662446747	1	5	0	4	12	1	7	0	0
ajournement	['ment']	37.5135145135135	176.732674267327	0.212261341424452	0	0	19	2	10	1	5	0	0
accaparation	['ion']	0.864865864864865	1E-06	864865.864864865	0	0	0	1	1	0	0	0	0
harnachement	['ment']	30.8108118108108	22.7722782277228	1.35299645923446	0	0	9	5	8	2	0	0	0
malaxage	['age']	10.4864874864865	4.95049604950495	2.11827004437972	0	0	0	1	0	0	0	0	0
porter	['autre']	32780.4324334324	40727.7227732772	0.804867795234079	1	2	99	41	0	7	0	0	0
grenaillage	['age']	6.05405505405405	1E-06	6054055.05405405	1	3	0	1	0	1	0	0	0
accueil	['conv']	5663.67567667568	6070.79208020792	0.932938503221098	1	0	15	4	6	0	0	0	0
sollicitation	['ion']	184.864865864865	383.168317831683	0.482463860558721	0	0	29	3	14	1	5	0	0
chuchotement	['ment']	21.5135145135135	82.6732683267327	0.260223346057761	1	1	6	2	2	0	0	0	0
